component,MAPE,MAE,actual_mean_sales,predicted_mean_sales
store_10_item_40,23.29643320939651,6.930497985613196,28.966666666666665,26.0302673884757
store_10_item_5,23.25276216117089,4.077842369743574,18.5,16.85168177771699
store_4_item_34,23.215116482995,5.4727805342841656,24.266666666666666,21.83262654421147
store_9_item_47,23.10936712801438,4.581323588994596,19.9,18.691308994692218
store_5_item_3,23.043538343651395,5.717442659448386,24.766666666666666,23.66677529189618
store_3_item_16,22.933151515921573,5.768574028850816,24.733333333333334,24.430340140841743
store_9_item_30,22.891552470514664,8.023777154554077,36.233333333333334,35.17868697067209
store_4_item_41,22.874761311118345,4.884812208420298,20.966666666666665,19.303233257297883
store_1_item_39,22.830869457411126,7.539534219273901,33.9,31.97855774552581
store_1_item_9,22.79186905115261,8.784880451329782,38.03333333333333,39.08269507688201
store_4_item_40,22.694704095061326,5.903323328496111,27.1,27.11260839971088
store_10_item_34,22.684482853967612,5.183281216269455,23.366666666666667,24.4133426485621
store_2_item_17,22.454302399122604,7.920003645440257,37.13333333333333,36.3060007991671
store_4_item_47,22.413124204094252,4.692549675088331,21.033333333333335,19.635588212534348
store_4_item_3,22.403604988898326,7.390693832341568,33.53333333333333,31.324834086844394
store_4_item_43,22.351883686424443,9.916864186572251,46.666666666666664,43.356306365059964
store_2_item_47,22.18492950530382,5.529342832627327,24.866666666666667,22.198027278103606
store_6_item_7,22.134279209719416,8.310716400439619,37.666666666666664,34.323943283224295
store_6_item_26,21.96090038981354,5.70304532814347,30.233333333333334,31.958251559495157
store_7_item_9,21.918571259890506,6.033143885705707,29.333333333333332,28.36931734041482
store_9_item_23,21.893135794203147,5.574194107931377,26.533333333333335,26.86568413992541
store_9_item_34,21.85291574537916,5.147908228238455,23.8,22.299548782398652
store_10_item_23,21.845146191912416,6.010331379698777,29.0,28.69790561837738
store_10_item_3,21.802419339106365,6.800441138692233,33.96666666666667,35.100127063508545
store_5_item_49,21.787319282173325,3.4652204171347787,17.966666666666665,18.41370029914017
store_9_item_16,21.78224030414774,5.313863699007743,24.033333333333335,22.664616006973265
store_7_item_22,21.59416073672674,9.95184378685187,47.7,49.27818662344186
store_3_item_49,21.581772902528993,6.261503025325925,28.7,28.259588176488645
store_9_item_32,21.56156938182,7.753956386827562,39.4,40.670240058549034
store_10_item_4,21.558170550969777,4.81440941091662,20.7,18.82527701851618
store_5_item_46,21.536114996538103,8.777374263187,39.733333333333334,36.58110104301506
store_7_item_7,21.464659247903604,6.772434292604279,35.733333333333334,35.88188878045198
store_6_item_43,21.364131508508148,5.944955984018745,32.9,34.22423368795691
store_3_item_39,21.34166534438437,9.12801185012563,43.36666666666667,43.390855108290914
store_5_item_32,21.339548029696335,5.99274259065056,28.5,28.639692996021207
store_5_item_24,21.316123808364797,8.637767092315562,41.43333333333333,40.775648853628965
store_6_item_19,21.31192063970321,5.711678313102624,27.433333333333334,25.27733712281593
store_2_item_30,21.267380181555954,8.600265407104251,42.733333333333334,42.282303840287575
store_1_item_23,21.200089430642244,4.729794322866764,22.133333333333333,23.564051949943966
store_1_item_6,21.189889224114918,9.423315631387833,47.6,44.55687256148227
store_6_item_9,21.147586832808297,7.18509943218608,34.53333333333333,32.77734960246119
store_2_item_3,21.083328452475698,8.37627887011588,42.833333333333336,39.98999708969423
store_4_item_20,21.072422270890794,7.978305892563655,40.733333333333334,42.27391600082095
store_5_item_11,21.00440639684652,8.985000598084694,45.666666666666664,43.12046158704186
store_2_item_23,20.965501601785924,6.301590392826786,32.7,32.510154885388346
store_8_item_48,20.961837914524324,10.537652549547847,53.766666666666666,52.942113417731896
store_6_item_12,20.870363783244148,9.110737219884511,45.6,42.206746166350634
store_8_item_3,20.865021500578145,7.511410713929194,38.13333333333333,39.194447056657786
store_3_item_47,20.837820331305043,4.785555592097584,22.3,19.99280534789777
store_6_item_40,20.762938497178727,4.380878601651594,19.9,17.901486227480937
store_3_item_32,20.732678998640914,8.899673829028105,43.5,41.96067313742593
store_6_item_35,20.68882633890632,8.104276816826733,42.4,42.195169725214484
store_4_item_23,20.660193394816186,4.879973094745967,26.066666666666666,26.657535246658554
store_10_item_26,20.64001062997616,8.186884174423872,42.666666666666664,44.6797163020974
store_1_item_19,20.62201014197077,6.390684550057677,32.233333333333334,31.626329740713345
store_10_item_14,20.620608902581132,11.736811458749093,58.03333333333333,55.552082828159904
store_10_item_20,20.572596250980947,8.91446395314835,45.5,43.44102696648784
store_7_item_32,20.539223145818987,5.382503745281996,26.5,25.653932015548225
store_8_item_17,20.470118711633837,6.61740175538966,34.266666666666666,33.629567801447685
store_10_item_21,20.46964888135672,7.711148459553447,38.7,37.49776326304303
store_9_item_44,20.39638984564985,5.246380271293892,26.266666666666666,26.93156379326548
store_5_item_33,20.31186643111465,8.262038289385925,41.96666666666667,45.75684440394541
store_5_item_8,20.292339901329047,9.385890795697302,49.43333333333333,48.71734524868629
store_5_item_39,20.2599629050417,5.224321332198527,26.733333333333334,27.251762001044064
store_2_item_16,20.259180442181986,4.549285943570242,25.833333333333332,28.584588160573322
store_10_item_48,20.24888264454957,9.620794507358475,49.56666666666667,47.52905700367636
store_7_item_45,20.081064945391528,9.059842804331945,47.4,48.88448512266635
store_3_item_20,20.056069898513922,8.941965955514544,46.96666666666667,46.475898863480886
store_9_item_3,20.025941268409518,6.674539617094437,33.333333333333336,30.9048764950188
store_8_item_4,20.016386885805375,3.718433624925427,20.5,22.994308414304463
store_2_item_27,19.955681185563062,4.672366949151691,24.433333333333334,23.04096208417737
store_10_item_41,19.93185692766014,4.234736364070416,21.733333333333334,21.290176757443383
store_5_item_20,19.891131465094247,6.451444827237268,31.0,29.20991765429753
store_7_item_18,19.873475016992217,10.036478286061575,51.63333333333333,50.28891950959517
store_4_item_42,19.817868104283818,5.992237727478397,31.633333333333333,32.475852195902846
store_8_item_42,19.812019713811733,7.309024221063672,38.6,36.31758651673272
store_4_item_17,19.81153285506457,5.466727539710856,28.8,27.75301600603446
store_3_item_19,19.791835752952036,7.186385524425913,36.96666666666667,37.372220196715986
store_4_item_39,19.787653507017772,8.09178313734844,40.266666666666666,37.8308805981005
store_7_item_10,19.750790379858582,7.894992267584455,41.56666666666667,42.158807874028454
store_2_item_42,19.733640570035842,8.370292438338192,42.13333333333333,39.13843488591993
store_6_item_15,19.662473282199173,10.626416419755866,55.8,56.90785052708692
store_3_item_30,19.657910531487158,7.449302612375141,40.13333333333333,37.83186371663357
store_5_item_10,19.656263594156965,8.96417700802534,46.96666666666667,45.056508624992134
store_5_item_50,19.6505965296882,8.075552646171023,42.63333333333333,42.60794909703468
store_10_item_27,19.63990632393773,4.6889656754887215,22.866666666666667,20.49113055999251
store_10_item_37,19.558266295317175,5.516702499967435,29.066666666666666,27.776887691421127
store_1_item_3,19.537519125405197,5.396614395887841,28.1,25.70644222944009
store_2_item_44,19.496112477525287,6.451297005242575,33.86666666666667,31.134791447747208
store_6_item_16,19.460088060486967,2.959974080449098,16.233333333333334,16.21096092945255
store_7_item_31,19.45570075848003,6.7583869421100635,35.13333333333333,33.46310650971536
store_10_item_50,19.445943180123933,11.891691940113132,64.03333333333333,60.89303228755498
store_6_item_14,19.42285625003988,7.215055136055099,38.8,38.62922099840939
store_10_item_17,19.385595789150052,5.837461955857368,31.266666666666666,32.42975513810121
store_7_item_29,19.36010703561873,8.6139205683429,42.43333333333333,39.123941720391784
store_8_item_44,19.335683916972236,5.909245417953972,31.1,30.177853367967924
store_9_item_29,19.216361032392495,12.042241264586114,64.76666666666667,59.57315188857924
store_7_item_44,19.19243399507161,3.471469793703647,18.0,15.57595166101506
store_9_item_39,19.114217382290004,7.307658969369686,38.93333333333333,38.19558985203707
store_9_item_26,19.1114382462698,8.017641270853774,42.4,42.43233426419058
store_5_item_48,19.07422724312352,7.008673063933048,35.3,30.19312616847766
store_1_item_15,19.048438641150575,12.83631169038304,69.3,65.6934564719239
store_4_item_26,19.038961251406565,7.890484964529615,42.7,41.836660152282256
store_1_item_20,19.001856129758234,6.9236139124497615,38.333333333333336,37.34122564656077
store_10_item_39,18.994502134416624,7.721468095223656,42.8,41.20955118470689
store_9_item_40,18.980787372161817,5.2294483140467305,26.566666666666666,25.9029066938104
store_1_item_7,18.978309180154724,8.326574537114073,44.43333333333333,45.42589302811238
store_1_item_50,18.94875661799908,9.845258580024106,51.03333333333333,47.901049540607616
store_7_item_36,18.90286932541186,8.687116867695742,46.2,46.372816556794064
store_9_item_42,18.890037770385664,5.840798597892044,32.0,32.780040600174985
store_4_item_48,18.879554283633045,8.099789838235244,45.6,44.80195183169913
store_7_item_33,18.86966750051629,7.439158055739276,41.03333333333333,42.989576529408545
store_2_item_32,18.863350019119842,9.23031521657074,50.0,48.33166563259957
store_6_item_30,18.843377603003788,4.739627226954642,26.8,27.299797151710532
store_3_item_48,18.828585610567508,9.409978728083408,50.93333333333333,48.73684283578076
store_7_item_50,18.82481417795866,6.8518068467987066,37.833333333333336,39.68994119720363
store_2_item_49,18.78091055901464,5.864073399917434,31.633333333333333,31.477495030928814
store_7_item_6,18.75009884322055,6.177309271406303,34.46666666666667,34.953068384138945
store_9_item_19,18.708727817607997,6.653114400758246,37.03333333333333,36.39160719025779
store_8_item_31,18.696856882187447,11.763312052523961,63.266666666666666,58.57064261673397
store_10_item_9,18.683254146197623,8.4460141864373,47.56666666666667,47.97375430888273
store_9_item_9,18.646376457898246,8.540345833669026,46.0,44.041958901627616
store_3_item_24,18.624878700600263,12.478362084481695,66.96666666666667,61.873464522274546
store_10_item_30,18.615595438483787,6.673737657850951,38.13333333333333,38.40632976249568
store_1_item_48,18.59908708294915,7.218703332928038,39.56666666666667,38.1113835671267
store_9_item_43,18.59178674991398,8.592440701665106,47.53333333333333,45.633549838025964
store_7_item_46,18.498734930914118,6.346490115558513,34.7,32.96249668629256
store_6_item_39,18.483464797349153,5.23691668911071,29.0,29.617083846734747
store_8_item_33,18.373362168121073,12.292914455266498,70.63333333333334,70.52545246071553
store_8_item_12,18.364791811308738,12.6969142429967,71.2,70.82101318547653
store_1_item_21,18.343019235884235,5.5118826466556765,30.833333333333332,30.329433231614136
store_3_item_43,18.318055804255234,9.290481243866854,50.56666666666667,48.74936828339461
store_1_item_36,18.26201460598576,10.693749734915396,60.333333333333336,57.509851938358715
store_7_item_12,18.24864133938216,7.622719274013666,42.63333333333333,39.69964534198524
store_3_item_36,18.218808611594625,12.677936590700472,74.73333333333333,76.17224745774021
store_4_item_30,18.19992281034189,7.001134345305387,36.53333333333333,33.35139723721759
store_10_item_19,18.152229308137454,6.513053405166361,37.4,37.46746692282502
store_1_item_40,18.13645686170539,3.9096258155761965,22.3,22.742078740775142
store_1_item_33,18.126070476899354,10.048215301412586,55.4,50.07407016035169
store_2_item_20,18.081499954388295,8.769793516998968,50.36666666666667,49.905903942759714
store_1_item_13,18.036844223385796,11.5421407125595,65.63333333333334,63.96284232997983
store_3_item_17,18.02289410014706,5.587249260314428,32.333333333333336,31.31183031789073
store_9_item_35,18.004382432274973,10.498469427325144,60.4,58.58617692275411
store_8_item_14,17.939194015012905,11.163501619701767,62.4,60.09279932548232
store_9_item_48,17.929585322755337,7.964145769647362,46.9,47.154502292620016
store_2_item_45,17.83411242598652,16.064229320371748,93.03333333333333,85.48018496752267
store_4_item_19,17.812361604382172,6.377720960729643,37.266666666666666,36.37547851576005
store_3_item_10,17.773201132315418,12.218755644943046,70.2,69.31968698382087
store_8_item_9,17.770828423773434,9.68789079145477,54.766666666666666,51.87345661639952
store_3_item_26,17.728267795882516,7.7916764365799756,46.233333333333334,43.38598343443176
store_2_item_41,17.70062893262966,4.267619138486753,23.566666666666666,22.169932425756965
store_7_item_14,17.69136071104397,6.393680386801273,36.13333333333333,33.144209295072066
store_10_item_2,17.66874896607951,9.657889782367906,56.1,54.5989646585717
store_2_item_26,17.587537781328024,9.159551222894258,53.166666666666664,52.31437241947785
store_5_item_13,17.579314050247543,9.314690394994017,53.733333333333334,54.58867289269574
store_1_item_32,17.574370949743084,5.973704095008975,33.9,33.278449179697
store_10_item_11,17.56389277563444,12.262291091335847,70.03333333333333,62.8887190633802
store_4_item_49,17.562663690951137,4.315552132009578,25.7,24.872888010505836
store_4_item_7,17.552287184500415,9.345232818113276,52.7,51.02886561617001
store_9_item_45,17.548735194258867,12.53845718370093,73.43333333333334,72.30913353577274
store_6_item_13,17.529349535455925,9.615213316699345,53.93333333333333,51.08463150079796
store_1_item_24,17.522658161816054,8.844506946602866,49.7,47.56986146748265
store_10_item_8,17.50972252608079,12.589763143650499,72.46666666666667,69.19139277927813
store_7_item_26,17.506187273294813,4.496775019742355,29.0,28.165362777396734
store_3_item_11,17.501643310973922,11.788318848757804,67.73333333333333,66.78581593811258
store_5_item_35,17.478775522535067,7.7101027307867245,43.36666666666667,43.79345675961071
store_3_item_12,17.460914726371268,12.087993017232407,68.33333333333333,66.06845634903856
store_6_item_33,17.444024822284813,7.674455985324359,46.266666666666666,45.39781459216432
store_2_item_21,17.39931003507587,7.856905757819001,45.6,43.412857815245204
store_1_item_30,17.377813018070277,5.024693835975395,30.966666666666665,29.69354948155173
store_8_item_19,17.346981430143753,7.254941599426445,43.13333333333333,41.47730520957296
store_7_item_38,17.333377666453057,7.876765844460099,47.266666666666666,44.92515580305427
store_5_item_28,17.331401706862586,10.102671278091096,57.833333333333336,55.86592804091829
store_8_item_2,17.29282607744626,10.671054353244577,62.7,63.982072926916075
store_8_item_21,17.254744171790108,7.72964406760836,43.86666666666667,40.58651057555016
store_10_item_42,17.240534874408358,5.948939752354411,35.166666666666664,35.12568030142881
store_5_item_18,17.23934476427552,10.172255980185831,57.766666666666666,50.35036556182387
store_6_item_48,17.223141370051646,5.789995950914152,33.7,32.75765355172645
store_10_item_43,17.194598895528156,8.467142362542091,50.7,48.802000179327294
store_10_item_32,17.171258284675055,6.406053933020871,41.06666666666667,42.03950674484324
store_2_item_7,17.16922385378926,10.015370526173216,64.0,64.29520325785747
store_7_item_8,17.164345587112845,7.938588499101598,45.8,44.52580842335617
store_4_item_31,17.16318842600698,9.1599212072144,55.06666666666667,52.56011324421784
store_10_item_24,17.158488050364802,11.288667206347139,65.2,62.62782285796255
store_6_item_18,17.156916559576327,9.504382797659446,55.0,55.57120318103445
store_5_item_45,17.1411456138825,8.37798751585769,52.13333333333333,52.494800872796496
store_3_item_42,17.11487474731119,6.1165647668631715,36.266666666666666,34.83379938414635
store_2_item_2,17.070182513116812,10.71581846035009,63.43333333333333,62.37186840690637
store_4_item_11,17.0188393120181,11.462834865113546,67.1,60.27083018886404
store_9_item_7,16.89851033469968,9.12012548416423,53.9,51.51297197139897
store_9_item_33,16.890268872881215,9.425176722587377,61.86666666666667,61.104320164004804
store_10_item_12,16.869264531906065,11.019666550921823,67.2,65.53105964755197
store_4_item_24,16.850087645957753,9.807960029610117,59.13333333333333,56.78762760961235
store_6_item_24,16.812923528403463,6.849569926760612,42.43333333333333,44.11033711520825
store_8_item_32,16.786753952037763,7.12565530601845,44.3,46.20560132314908
store_7_item_15,16.78437272977879,8.38291459839048,51.86666666666667,50.8414893377889
store_7_item_25,16.76466179900009,8.38587433951884,50.43333333333333,46.0802211817459
store_4_item_6,16.740505164198993,8.543738861004387,52.53333333333333,51.72583193284759
store_7_item_28,16.735213805849448,7.8251518677251966,49.86666666666667,49.59357999568965
store_8_item_7,16.73124320280715,10.450453574795842,62.6,60.29403339519394
store_8_item_24,16.729559732576295,11.523028919319707,69.4,67.63697981891022
store_4_item_50,16.71011495518126,8.859627137638427,57.46666666666667,56.55834980216733
store_9_item_25,16.683228963516072,11.609580426756064,73.03333333333333,70.76933402367523
store_3_item_21,16.676869661067105,6.191368375956733,39.1,40.23110555343016
store_1_item_43,16.6377176592806,6.142542026960149,38.333333333333336,39.6914493212763
store_5_item_22,16.60902532704311,8.759672605314888,53.0,49.48025451948637
store_6_item_36,16.607119692650667,7.795241677619956,49.4,49.40291778079052
store_4_item_32,16.558851720112337,6.517987919509969,39.6,39.336921297074625
store_5_item_25,16.5565157718614,7.981427212437506,50.93333333333333,50.69071362134839
store_2_item_35,16.538209746878046,11.890366485156544,70.96666666666667,69.53900197735587
store_2_item_19,16.508440282464548,7.133324271521701,44.1,44.25798233447473
store_1_item_18,16.50736747415951,10.657502606574718,65.86666666666666,65.44166003159019
store_7_item_24,16.489533578783142,6.239657549848603,40.63333333333333,38.15091070953201
store_8_item_39,16.476069841479838,7.455699625239415,47.13333333333333,46.38408947826374
store_10_item_29,16.474013503834957,10.606318587727417,66.46666666666667,65.38788092521591
store_6_item_10,16.46769211807942,7.518735774304779,47.733333333333334,47.111629495656004
store_2_item_9,16.44304652684343,8.901446665667,54.766666666666666,51.43936218116234
store_4_item_33,16.389532418714666,9.909759351048036,62.233333333333334,63.112621038737714
store_4_item_13,16.355019702688782,12.945096483610975,77.93333333333334,71.67724032286017
store_10_item_10,16.330775990497628,11.17736314385516,69.0,66.65440889320003
store_6_item_45,16.326119826126543,7.875108016034451,50.7,49.152640588089554
store_9_item_46,16.322875264715055,8.570318039634637,53.166666666666664,52.73785302943204
store_2_item_46,16.315584614468943,10.196490990412538,64.03333333333333,64.19813541958601
store_8_item_13,16.310591401475957,13.462031033698384,87.9,90.87251147358727
store_2_item_29,16.304772066646493,11.836902028724202,76.06666666666666,74.02702723733178
store_8_item_11,16.30145219873472,12.705812114404601,75.8,70.32292703725737
store_3_item_44,16.293207154484524,4.371908171465589,27.433333333333334,28.02406642571807
store_5_item_12,16.288657329447638,6.894832762684251,43.43333333333333,44.569706978220246
store_7_item_35,16.239615990807938,6.692723318658038,40.63333333333333,39.968872559495615
store_4_item_46,16.22207313146544,8.75370362390521,54.1,50.739102836409685
store_2_item_12,16.160799154720976,12.456624594138276,75.43333333333334,73.82576993318571
store_5_item_29,16.14850661103291,7.008585312100661,43.43333333333333,44.44823335849008
store_2_item_11,16.101764581479987,12.203683743607886,77.7,73.74920348173114
store_7_item_11,16.08319668187615,6.925961092941125,42.166666666666664,39.124827791523074
store_9_item_20,16.08106393426109,6.928456239228295,42.9,41.84905164464966
store_1_item_14,16.079199709271506,7.185408110369144,45.9,45.58750531697651
